timestamp,prolific_id,age,gender,religion,ethnic_group,education,primary_language,type_of_residence,income,political_stance,covid,favorite_activities,important_values,personality,social_tendency,hobby,num_places_lived,social_relationship_values,primary_goal,meaningful_events,values_in_friends,what_to_do_with_100_dollars,social_feed_1,social_feed_2
4/21/25 19:30,6624638357b56eb340c8f109,55-64,Male,Christianity,White or Caucasian,High school diploma/A-levels,English,Urban,"$10,000 - $19,999",Moderate,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Relaxing by yourself,Integrity,Extroverted,Reserved,gaming,5,Trust,Financial stability,The birth of my first born,loyalty,buy food,add-note: 5: the article contains misinformation,add-note: 29: the article contains misinformation
4/21/25 19:30,67eab317b6f969b3df440160,35-44,Female,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Urban,"$100,000 - $149,999",Very liberal,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Work,Community,Extroverted,Friendly,Swimming,5,"Trust, Emotional connection",Career growth,I started a business for the 4th time,Loyalty,Invest in my small business,"Like-post: 1, 2, 3, 7, 8

Share-post: 2, 3, 8

comment-post: 1 : A 27-inch touchscreen on a microwave? Wild, but kind of genius for multitasking in the kitchen.
comment-post: 7: Sleep tech is really evolving, this sounds like a great investment for better rest.

add-note: 10: This post contains misinformation, COVID 19 vaccines and boosters are not useless against the Omicron variant. They still provide protections against severe illness and hospitalization.","like-post: 11, 12, 13, 14, 15, 19, 21, 24, 26, 30
share post: 11, 12, 14, 26, 30
comment-post: 11: So important to break the silence around miscarriage Klass is brave to have used her platform in order to help others.
comment-post: 12: Honoring their daughters by fighting for changes is such a powerful act.
add-note: 20: This is a false claim. There were not more votes than registered voters in the 2020 elections.
add-note: 29. This post has misinformation because COVID 19 vaccines are not considered experimental and life insurance policies still pay out after  vaccine-relayed deaths if applicable.
add-note: 21: The AI fact-check was inconclusive and therefore the specific lists of people honored should be verified independently."
4/21/25 19:30,67e9c5ae31da35e759d17d8f,55-64,Female,Christianity,Black or African American,Graduate degree (MA/MSc/MPhil/other),English,Suburban,"$50,000 - $59,999",Conservative,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Work,Integrity,Analytical,"Reserved, Neutral",travelling,2,"Loyalty, Intellectual connection",Family,my wedding,loyalty,buy clothes for myself,"like-post: 1, 2
share-post:3, 7
comment-post: 5:interesting!
add-note: 10:the article contains misinformation","like-post: 11, 13
share-post: 12, 14, 17, 18, 27
comment-post: 30: I love this.
add-note: 29, 20: the article contains misinformation"
4/21/25 19:31,6119f2f6a0b020eb3941b3e1,25-34,Female,Christianity,White or Caucasian,High school diploma/A-levels,English,Suburban,"Less than $10,000",Very liberal,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Relaxing by yourself,Compassion,Dependable,"Reserved, Awkward",Reading,2,"Trust, Emotional connection",Finishing my education (going back to college this fall) and starting a career,Going away to college for the first time when I was 18,Emotional intelligence ,"Save $15 in a high-yield savings account, invest $25 in bonds, and invest the remaining $60 in stocks","like-post: 1, 2, 5, 7
share-post: 8, 9
add-note: 10: the post contains misinformation
ignore: 3, 4, 6","like-post: 11, 12, 13, 18, 19, 21, 22, 23, 26
add-note: 20: this post likely contains misinformation; 29: this post likely contains misinformation
ignore: 14, 15, 16, 17, 24, 25, 27, 28, 30"
4/21/25 19:31,670feba2e636f738625aa72d,35-44,Female,Christianity,White or Caucasian,Technical/community college,English,Urban,"$90,000 - $99,999",Moderate,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Spending time with family,"Integrity, Compassion, Ambition, Independence, Community","Extroverted, Thoughtful, Outgoing, Analytical","Confident, Friendly",Painting,13,"Loyalty, Emotional connection",Family,The birth of my first child,their loyalty,Donate half to the child I sponsor and put up the other half into my savings,"like post 1,2,3,7,8 / share post 2,3,7/ignore 4,5,6,9,10","ignore 11,14,16,17,21 ,24,25 ,27,28,30   / like 12,13, 15, 18,20,22 ,23 ,26 ,29 /share 13, 19 , 20,23,29"
4/21/25 19:32,67f08fe4e63319ca9198955f,25-34,Male,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Suburban,"$100,000 - $149,999",Conservative,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Work,"Integrity, Compassion, Ambition, Independence, Community","Extroverted, Thoughtful, Outgoing","Confident, Friendly, Reserved",Excising ,2,"Trust, Emotional connection",Family,Starting a family. ,Loyalty,Do a little grocery shopping. ,"Like post: 1, 2, 3, 4, 5, 9
Share post: 4, 5
Comment post:4: Why are the democrats whining again lol. 
Ignore: 6
","Like post: 11, 12, 13, 24, 26
Share post: 12, 19, 22, 24
Comment post: 16: Great performance. Bravo Nathan Lyon!
Add note: 29: This post is totally misleading. Insurance policies are heterogeneous and COVID related deaths are mostly covered. "
4/21/25 19:32,67ff882a81863323a287467e,35-44,Female,Christianity,Black or African American,Graduate degree (MA/MSc/MPhil/other),English,Urban,"$20,000 - $29,999",Conservative,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Work,Community,Introverted,Reserved,movies,3,"Loyalty, Intellectual connection",Personal development,my wedding,outgoing and honest,invest,"like-post: 1, 2, 3
share-post: 2, 5, 6, 8
comment-post: 9, 7: I love this too!","like post: 11, 14, 17, 19
share post:12, 13, 15, 26, 24
comment post: 22, 23, 27, 29"
4/21/25 19:32,67eae4ce34403db149dc2dd4,25-34,Female,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Suburban,"$70,000 - $79,999",Conservative,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Spending time with family,"Integrity, Compassion, Ambition","Introverted, Thoughtful","Confident, Reserved, Awkward",Drawing,3,"Trust, Fun, Loyalty, Shared experiences",Financial stability,Having my first child.,Trust.,Spend it on food.,"Like-post: 1,2,3,5,6,7,8,9
Share-post: 2,5,7,8
Comment-post:
Add-note: 2
","Like-post: 12, 13, 14, 15, 17, 18, 19, 20, 21, 23, 26, 28, 29, 30, 
Share-post: 12, 21
Comment-post: 15, 19, 26, 29
Add-note:"
4/21/25 19:32,600e13b23c75bc67ab184745,35-44,Female,Christianity,White or Caucasian,Technical/community college,English,Suburban,"$80,000 - $89,999",Conservative,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Spending time with family,"Integrity, Compassion, Independence",Thoughtful,"Friendly, Awkward",Reading,8,"Trust, Intellectual connection",Personal development,Not so much an event- but developing the ability to regulate my emotions ,Reliability and Integrity,make a credit card payment,"like:4,7,8,10
share:2,4
comment: post 1:this is ridiculous. we should be able to disconnect from technology for 5 minutes.
post 4: Democrats didn't just lose the internet, they lost the country.","Like:12,20
Share:20, 23, 27, 29
Comment:29- We weren't told the vaccines were experimental, we were told they were safe. How were Americans forced and/or guilted into receiving the vaccine? Is this a joke?"
4/21/25 19:32,6674ceb52df5855822fe8879,18-24,Male,No Religion,Hispanic or Latino,High school diploma/A-levels,English,Urban,"$50,000 - $59,999",Conservative,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Work,Integrity,Outgoing,Reserved,Playing guitar,3,"Trust, Loyalty",Career growth,Meeting my current girlfriend,Loyalty,Put it in savings,"comment-post: 10: They're useless against all variants, the authority even said so",like-post: 19
4/21/25 19:33,65c0ed76e2e195876cfd9b74,55-64,Male,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Suburban,"More than $150,000",Very conservative,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Work,Compassion,Outgoing,Reserved,Video Games,2,"Trust, Intellectual connection",Financial stability,Helping my mother in her last years,Trust ,Save it,"like-post: 1, 3, 4, 7","like-post: 13, 29, 30
share-post: 29"
4/21/25 19:33,668ec6d806bc125c6a6e71a5,55-64,Female,Spiritual but not religious,White or Caucasian,Technical/community college,English,Rural,"$10,000 - $19,999",Conservative,"I believe COVID-19 was man-made, masks don't provide meaningful protection, and MOST vaccines are safe and effective but the COVID-19 vaccine is unsafe",Work,Integrity,"Introverted, Thoughtful","Friendly, Reserved",Rockhounding,5,"Trust, Intellectual connection",Financial stability,Having my children,Honesty,Save it,"like=post: 10
share-post:1, 10
comment-post: 1: Just what we need! Lol","like-post: 29
share-post: 29"
4/21/25 19:33,596a4e2c2dcbae0001d961d2,35-44,Male,Christianity,White or Caucasian,Doctorate degree (PhD/other),English,Suburban,"$100,000 - $149,999",Very conservative,"COVID-19 was man-made, vaccines are genrally safe an effective, masks are not effective at reducing transmission",Work,Integrity,Analytical,Reserved,enjoying live music,1,Trust,Family,Surviving a fire,shared interests,save or invest it,"comment-post 5: Fake news!
comment-post 8: It's worth a try for free.  
ignore: posts 1,2,3,4,6,7,9,and 10.","
commnet-post 20: Are we sure this is true?  Sounds more like Pennsylvania!  
comment-post 21: Who asked for a fact check?  Who in their right mind would trust any so-called ""fact checker.""  Pathetic!  
comment-post 23: Liberals are sick, as well as deranged.  
comment-post 26; Who asked for a fact check?  Who in their right mind would trust any so-called ""fact checker.""  Pathetic!  
comment-post 29: Sounds like fake news.  Probably quoted from the NYT!  
Ignore: posts 11,12,13,14,15,16,17,18,29,22,24,25,27,28, and 30."
4/21/25 19:33,670075d557d79b4cef60c761,45-54,Female,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Suburban,"$20,000 - $29,999",Conservative,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Work,Integrity,"Thoughtful, Analytical",Reserved,paper crafts,5,"Trust, Emotional connection",Financial stability,Having my children.,Honesty,Save it for next month's bills.,"Like post 1,7, 8, 10
ignore post 2, 3, 4, 5, 6, 9","like post: 11, 12, 13, 19, 26
ignore post: 14, 15, 16, 17, 18, 20, 21, 22, 23, 24, 25, 27, 28, 30
share post & comment: 29 Is this true?"
4/21/25 19:33,67ed3f925d358a67d6b10ca6,25-34,Male,Spiritual but not religious,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Suburban,"$50,000 - $59,999",Liberal,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Work,Integrity,Thoughtful,"Reserved, Neutral",Exercising,3,"Loyalty, Emotional connection",Career growth,Graduating,Supportive,Buy groceries,"Add note: 10 - article contains misinformation, 
Like post: 1,2,9
Share post: 3,4,7,8
Comment: 6, 7.","Like post:12, 17, 28, 24, 25,
Share post: 13,18, 19, 27, 21
Comment post: 30,13, 14, 15,16,
Add note: 20, 26, 22, 
Ignore: 11,21, 29. 23"
4/21/25 19:33,5d4ac837d2844e0001ecf699,35-44,Female,Christianity,Hispanic or Latino,Graduate degree (MA/MSc/MPhil/other),English,Suburban,"$100,000 - $149,999",Moderate,"I believe COVID-19 was man-made, but vaccines are generally safe and effective, and masks help reduce transmission",Work,"Integrity, Compassion, Independence","Introverted, Thoughtful, Analytical","Reserved, Awkward",Watching movies,3,"Trust, Loyalty",Financial stability,"One of the most meaningful events in my life was when I traveled abroad, after not having done so for over a decade, and I saw the pope.",I value sincere affection the most in friends.,I would save it towards something that I really need.,"comment-post: 10: Yeah right, bot.
add-note: 10: This sounds like it contains misinformation
like-post: 7, 8","like-post: 11, 12, 13, 22
comment-post: 20: Always stirring the pot with these conspiracy theories.
add-note: 20: This article needs additional verification.
comment-post: 29: Sounds like more fake news perpetrated by bots.
add-note: 29: This article contains misinformation."
4/21/25 19:33,5fa45d41eb5d570b4841254d,45-54,Female,Christianity,White or Caucasian,High school diploma/A-levels,English,Suburban,"$60,000 - $69,999",Very conservative,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Time with God bible study,Compassion,Outgoing,Friendly,needle felting,8,Trust,Personal development,Birth of my daughter,honesty ,save it,comment-post: 1 Too Funny!,Comment-post: 20 It's not just a conspiracy theory
4/21/25 19:33,67e668ddac4fbafcd08ae073,25-34,Female,Christianity,Black or African American,Doctorate degree (PhD/other),English,Urban,"More than $150,000",Liberal,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Work,Compassion,Extroverted,Friendly,Cooking,2,"Loyalty, Emotional connection",Family,Getting married and becoming a born-again christian.,Loyalty,Go for cocktails with my girls or grab dinner with my husband.,"like-post: 1, 2, 7
share-post: 2, 3, 4
comment-post: 9: Looks like a deal!
add-note: 10: this article contains misinformation","like-post: 13, 30, 25,22
share-post: 16,22
comment-post: 22: Worthy checking out!
add-note: 29: this article contains misinformation"
4/21/25 19:34,67dde59c8fa2e81dc4f6a115,18-24,Female,Christianity,Black or African American,Undergraduate degree (BA/BSc/other),English,Suburban,"$70,000 - $79,999",Conservative,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Relaxing by yourself,"Integrity, Compassion, Ambition","Introverted, Thoughtful","Confident, Friendly",Football.,5,"Trust, Fun, Intellectual connection",Financial stability,Graduation Ceremony,Intellectual thinking.,Pay rent.,"like-post: 2, 3, 7, 8, 9

comment-post: 1: A 27-inch screen on a microwave? Who actually needs this besides tech reviewers? Just give me one that doesn't burn my popcorn.

comment-post: 7: Does this mattress cover really help with night sweats? Looking for honest reviews from people who own it.

add-note: 10:  Fact check: Vaccines still reduce severe illness from Omicron according to CDC data. This claim is misleading.

share-post: 8

","like-post: 2, 3, 7, 8, 9

comment-post: 1: A 27-inch screen on a microwave? Who actually needs this besides tech reviewers? Just give me one that doesn't burn my popcorn.

comment-post: 7: Does this mattress cover really help with night sweats? Looking for honest reviews from people who own it.

add-note: 10:  Fact check: Vaccines still reduce severe illness from Omicron according to CDC data. This claim is misleading.

share-post: 8
"
4/21/25 19:34,67f2fbf1863f35779e34ee1f,55-64,Male,Christianity,Black or African American,Technical/community college,English,Urban,"$60,000 - $69,999",Very conservative,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Work,Community,Thoughtful,Reserved,Playing volleyball,3,"Trust, Loyalty",Personal development,My happy moments through my personal development journey,Loyalty,Give to charity,"Post_ ID 13 : 'Drinking lemon water every morning cures all types of cancer ' .      Add - note : 13 , there is no scientific evidence that lemon water cures cancer . It can support hydration and digestion but it is not a cure . Relying on this claim could be harmful . [+233 chars ]  Ignore : 13","Post _ID 22 "" A new community clean - up initiative in Mississippi collected over 5,000 kg of waste this weekend ! ""            Like -post :22     Share post : 22       Comment post , 22 , Great job Mississippi ! This is inspiring    Add note : 22 , This initiative was confirmed by multiple sources , including BBC . A good example of positive civic engagement and verified reporting [ + 198 chars ]"
4/21/25 19:34,67d9ef972bfc2e77450362b5,25-34,Male,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Urban,"$80,000 - $89,999",Very conservative,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Work,Integrity,"Thoughtful, Outgoing","Confident, Friendly",Soccer,2,"Trust, Loyalty",Family,Birth of my child.,Loyalty,Invest,"like-post: 1, 2, 3, 6
share-post: 7, 8, 4, 10
comment-post: 9: I needed this
add-note: 5: the article contains misinformation","like-post: 11, 12, 13,15,16, 19, 21, 22, 28
share-post: 21, 13, 24
comment-post: 29: That is so absurd.
add-note: 20: the article contains misinformation"
4/21/25 19:34,67dd5c3633b160a7ec0f92fe,45-54,Female,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Urban,"$70,000 - $79,999",Conservative,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Work,Integrity,Extroverted,Awkward,Cooking,3,"Trust, Intellectual connection",Family,My anniversary,Loyalty,I would go grocery shopping,"like-post: 1, 7, 9
share-post: 9, 7, 2
comment-post: 2: Definitely getting this.
add-note: 10: this article contains misleading information.","like-post: 11, 13, 22
share-post: 11, 13, 30
comment-post: 11: miscarriage is not something to hide because it is not something that women make happen.
add-note: 30: I love this, can't wait."
4/21/25 19:34,676d3cd4b42692059da2aed5,35-44,Male,Buddhism,White or Caucasian,High school diploma/A-levels,English,Suburban,"$30,000 - $39,999",Very conservative,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Hobbies,"Integrity, Compassion, Independence, Community","Introverted, Analytical","Friendly, Reserved",Playing guitar,5,"Trust, Fun, Loyalty, Intellectual connection, Emotional connection, Shared experiences",Personal development,Addiction,Connection,Buy a new amp,Like: I thought this post was great,Share: check this out!
4/21/25 19:35,65d7dec4216af6591f2ca6dc,35-44,Male,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Suburban,"$30,000 - $39,999",Moderate,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Work,Integrity,Outgoing,Reserved,Golf,5,Trust,Career growth,Birth of my daughter,Honesty,Invest,"like-post: 1, 2, 3",like post 22
4/21/25 19:35,67e8282387a710f6404aeb35,55-64,Female,Christianity,White or Caucasian,Doctorate degree (PhD/other),English,Suburban,"$70,000 - $79,999",Conservative,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Work,Integrity,Thoughtful,Reserved,Jogging ,3,"Trust, Emotional connection",Family,When I got married to the love of my life.,Humility,I will donate part of it to charity while the remaining balance I will use it for grocery shopping.,"like-post: 2, 3, 7, I will likely share the post: 2, 7, 8. I will comment on post: 1: this post sounds hilarious and unnecessary, but however I will want it. I will comment on post: 7: Sleep tech is seriously underrated and from the look of things it's a game changer. Post 10: This post spreads misinformation about COVID-19 vaccines and boosters have been shown to reduce severe outcomes, even with omicron.
I will ignore: 4, 5, 6, 9","like-post: 11, 12, 13, 14, 24, 26, 28, 30
share-post: 11, 12, 14, 24, 26, 30 
comment-post: 13: Has an educational content that's is so important to kids it will be great to see it being prioritized.
comment-post: 26: Carter's diplomacy was historic. This moment really did help shape today’s world stage.
comment-post: 30: Wallace & Gromit always hits the spot! I'm so happy to see the Netflix version. 
add-note: 20: This is misinformation. According to official Wisconsin election data, the number of votes did not exceed registered voters in 2020.
add-note: 29: False. Life insurance companies do pay out for deaths after COVID-19 vaccination. The vaccines are not classified as experimental by regulatory agencies.
ignore: 15, 16, 17, 18, 19, 21, 22, 23, 25, 27








"
4/21/25 19:35,65b6f5c6e486ad712c7c9780,18-24,Non-Binary,No Religion,White or Caucasian,High school diploma/A-levels,English,Suburban,Rather not say,Very liberal,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Hobbies,"Integrity, Compassion","Introverted, Analytical","Reserved, Awkward",Drawing,1,"Trust, Intellectual connection, Emotional connection",Personal development,When i graduated from high school,I value loyalty,Save it.,"ignore: 1,2,3,4,5,6,7,8,9,10","ignore: 11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30"
4/21/25 19:35,622a42c21de0c55ba18a2acb,55-64,Female,Spiritual but not religious,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Suburban,"$80,000 - $89,999",Conservative,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Relaxing by yourself,Independence,Introverted,Neutral,reading,20,"Trust, Intellectual connection",Travel,A spiritual awakening with an angel,Honesty,Put it in a slot machine,Don't interact with any of it.,Like post 20
4/21/25 19:35,67d9b1d6c1ac9cc9232f4e5b,35-44,Male,Christianity,White or Caucasian,Doctorate degree (PhD/other),English,Suburban,"$40,000 - $49,999",Liberal,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Work,Integrity,Outgoing,Confident,Reading,3,"Intellectual connection, Shared experiences",Financial stability,The birth of my first child,Empathy,Donating to a charity and investing in a skill,"Like -post: 1, 2, 3, 7
Share-post: 4, 5, 6, 10
Comment-post: 8: I love Apple streaming service. The Apple TV plus is exciting and a must have.
Add-note: 5: I doubt Trump and Elon are the most dangerous people. 
","Like-post: 11, 13, 19,
share-post: 11, 20, 22, 29
Comment-post: 11: I like this too!
add-note: 12: awareness campaigns on domestic violence should promote social change."
4/21/25 19:35,67e96064e96d381fb2742cec,18-24,Male,Christianity,Black or African American,Undergraduate degree (BA/BSc/other),English,Urban,"$40,000 - $49,999",Liberal,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Spending time with family,Integrity,Extroverted,Friendly,Playing Console games,1,"Trust, Fun, Intellectual connection",Family,My wedding,Honesty,By the latest PS game,"Like-Post: 1, 2, 8
Share-Post: 128
Comment Post: 8: A good chance for many to have a taste before deicding on spending that extra Dollar!
Add-note: The article is misleading, and non-factual.","like-post: 11, 13, 24
share-post: 11, 13, 22
comment-post: 11: I can relate to this! My wife and i went through this, its the worst experience!
add-note: 24: Well deserved Gareth! My all-time favorite England manager!"
4/21/25 19:36,67f1902302b7cf99606d07b2,35-44,Male,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Urban,"$40,000 - $49,999",Liberal,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Work,Compassion,Introverted,Reserved,Reading,4,"Loyalty, Intellectual connection",Financial stability,Starting my family,"I value trustworthiness most in friends. Building strong, reliable relationships is essential to me, and having friends who are dependable and supportive helps foster a sense of mutual respect and understanding.",I would invest in resources to further my professional development,"like-post: 1, 8
share-post: 8
comment-post: 1: This is wild—screens everywhere now!
comment-post: 8: Free streaming? Count me in!
add-note: 10: Fact-check needed: Vaccines reduce severe illness from omicron; they are not useless.
ignore: 7","like-post: 11, 26
share-post: 26
comment-post: 11: Myleene Klass’s openness about miscarriage is so important for awareness.
comment-post: 26: Fascinating how Carter shaped modern US-China relations.
add-note: 20: Fact-check needed: Verified data shows no evidence of more votes than registered voters in Wisconsin.
add-note: 29: Fact-check needed: Life insurance policies do cover deaths post-vaccination; vaccines are not experimental.
ignore: 17, 27"
4/21/25 19:36,5ccedad53734bb001b27a68b,55-64,Female,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Suburban,"$60,000 - $69,999",Conservative,"I believe COVID-19 was man-made, the COVID vaccines are unsafe and ineffective, and most masks don't provide meaningful protection.",Work,Family (if this can be considered a value),Outgoing,Friendly,Walking outdoors,5,"Trust, Shared experiences",Family,The birth of my children has been the most meaningful events in my life.,sincerity,I would save it or invest it.,"ignore: 1, 2, 3, 6, 7, 9
share: 4
comment-post: 10: I agree!
like: 4
add-note: 5: the article seems heavily biased","ignore: 11, 12, 14, 15, 16, 18, 19, 21, 22, 24, 25, 27, 28, 30
share: 13, 20
like-post: 13
comment-post: 20: This information should bother Wisconsin voters and require election integrity from their elected officials.
comment-post: 29: There should be an official investigation into this.
add-note:  26: President Nixon's contribution should be noted with President Carter's."
4/21/25 19:36,67ed8799d312ce968a00692b,45-54,Female,Christianity,Black or African American,Doctorate degree (PhD/other),English,Urban,"$60,000 - $69,999",Very liberal,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Work,Ambition,Outgoing,Reserved,Reading books,3,"Intellectual connection, Shared experiences",Personal development,Getting a doctoral degree,loyalty,support my family,"Like post:1,2,3,8
share -post:  5,6
comment-post:7: this is amazing
add-note:4,10: this information is biased","Like:12,15,16,19,22,23,24,25,27,28,30
share-post: 11,13,14,17,18,21,26
comment-post:29: I dislike this
add-note:20:misinformation
"
4/21/25 19:36,67d9bc26fac028fdc13b44d6,18-24,Female,Christianity,Black or African American,Technical/community college,English,Urban,"$30,000 - $39,999",Liberal,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Work,Integrity,Introverted,Reserved,Watching movies,1,"Loyalty, Intellectual connection",Career growth,My 18th birthday.,Loyalty,Buy a nice dress and shoes,"Like- post: 3,7
share- post: 1,2,8,9
Add- note: 10 The article contain misinformation
Ignore: 4,5,6","Like- post:14,24,26,28
Share- post:11,12,13,15,17,19,23,27,29
Comment- post:22 I Love this information
Ignore- post:16,18,20,21,25,30"
4/21/25 19:36,67df3cab7afcdb449190b3b7,55-64,Male,Christianity,White or Caucasian,Doctorate degree (PhD/other),English,Suburban,"$100,000 - $149,999",Conservative,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Work,"Integrity, Compassion, Ambition","Extroverted, Introverted, Thoughtful, Outgoing","Confident, Friendly, Reserved, Neutral",sport,4,"Trust, Fun, Loyalty",Family,vacation," being genuine, honest, and true to oneself",I will get something tangible for myself ,"like: 1,2,3,7,8,9
comment : 1 : A touchscreen on a microwave! That's certainly a novel idea.
share: 3
add-note : 8","like:  11, 12, 13, 14, 16, 17, 25, 26, 30
share-post: 29, 27
comment : 26 : A significant moment in history that continues to shape global dynamics.

add-note : 20 : Multiple investigations have found no evidence of widespread voter fraud in the 2020 election in Wisconsin. This claim is false."
4/21/25 19:36,67e5da8fcc0632cdb901af2b,18-24,Female,Christianity,Black or African American,Undergraduate degree (BA/BSc/other),English,Urban,"$30,000 - $39,999",Liberal,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Work,Integrity,Introverted,"Friendly, Reserved",cooking,2,"Loyalty, Emotional connection",Career growth,opening my business,kindness,donate,"like all posts
share post3,4
comment posts 9,10","like all posts,
share 13,14
comment 19,20"
4/21/25 19:36,677fe1175d44d857c04a4ac3,55-64,Female,Christianity,White or Caucasian,Doctorate degree (PhD/other),English,Suburban,"$100,000 - $149,999",Conservative,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Work,Integrity,"Introverted, Thoughtful, Outgoing","Confident, Friendly, Neutral",Creative writing,3,"Trust, Loyalty",Personal development,vacation with friends and family,authenticity,spend on myself,"like: 1,2,3,7,8,9
comment : 1 : A touchscreen on a microwave! That's certainly a novel idea.
share: 3
add-note : 10","like:  11, 12, 13, 14, 16, 17, 18, 19, 21, 22, 24, 25, 26, 30
share-post: 29, 30
comment : 26 : A significant moment in history that continues to shape global dynamics.
add-note : 29 : This is incorrect. Standard life insurance policies generally do not exclude death due to vaccination. COVID-19 vaccines have been thoroughly tested and are not considered experimental."
4/21/25 19:37,67a517b3ce9ad5ca6839e028,25-34,Female,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Urban,"$80,000 - $89,999",Liberal,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Work,Integrity,Introverted,Confident,reading,1,"Trust, Loyalty",Personal development,Childbirth,Loyalty,go and study,"like-post 123
share-13
comment-post: 1: while i like this new technology, maybe it should be detachable into a tab so that my kids don't roast my house","like-post:28,
share-post:28
comment-post: 29: I do not think this is fair"
4/21/25 19:37,67cc8c02dfc2f3a96280c152,45-54,Female,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Suburban,"$100,000 - $149,999",Conservative,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Work,"Integrity, Compassion, Ambition","Extroverted, Introverted, Thoughtful, Outgoing","Confident, Friendly, Reserved",cooking,3,"Trust, Loyalty, Emotional connection",Family,vacation,honesty,purchase more equipment,"like: 1,2,3,7,
comment :  3 : Always interesting to see a round-up of the best tech of the year.
share: 3, 4
add-note : 10","like:  11, 12, 13, 14, 16, 17, 18, 19, 25, 26, 30
share-post: 29, 30
comment : 26 : A significant moment in history that continues to shape global dynamics.

add-note : 20 : Multiple investigations have found no evidence of widespread voter fraud in the 2020 election in Wisconsin. This claim is false."
